# TOPAS Version: 3.9
# Parameter File: MyVoxelPhaseSpaceTestDose.txt
# Results for scorer: MyScorer5
# Scored in component: myBox5
# DoseToMedium ( Gy ) : Sum   
0.0009879524586722255
